idx,block_grams,block_kg,sample_in_block,S1,S2,ORT
774,800,0.8,60,2463,2591,99
775,800,0.8,61,2461,2595,98
776,800,0.8,62,2458,2588,103
777,800,0.8,63,2460,2591,101
778,800,0.8,64,2449,2593,105
779,800,0.8,65,2462,2590,100
780,800,0.8,66,2462,2590,100
781,800,0.8,67,2462,2587,102
782,800,0.8,68,2462,2591,100
783,800,0.8,69,2461,2593,99
784,800,0.8,70,2463,2590,100
785,800,0.8,71,2461,2589,101
786,800,0.8,72,2466,2591,98
787,800,0.8,73,2465,2593,97
788,800,0.8,74,2462,2591,100
789,800,0.8,75,2461,2587,102
790,800,0.8,76,2476,2586,95
791,800,0.8,77,2457,2590,103
792,800,0.8,78,2461,2590,101
793,800,0.8,79,2458,2589,103
794,800,0.8,80,2464,2588,100
795,800,0.8,81,2460,2589,102
796,800,0.8,82,2460,2583,105
797,800,0.8,83,2461,2594,99
798,800,0.8,84,2467,2589,98
799,800,0.8,85,2466,2593,97
800,800,0.8,86,2455,2588,105
801,800,0.8,87,2459,2585,104
802,800,0.8,88,2455,2588,105
803,800,0.8,89,2461,2592,100
804,800,0.8,90,2459,2587,103
805,800,0.8,91,2462,2594,98
806,800,0.8,92,2459,2574,110
807,800,0.8,93,2460,2590,101
808,800,0.8,94,2462,2592,99
809,800,0.8,95,2459,2588,103
810,800,0.8,96,2464,2589,100
811,800,0.8,97,2465,2590,99
812,800,0.8,98,2529,2633,45
813,800,0.8,99,2577,2668,4
814,800,0.8,100,2588,2672,3
815,800,0.8,101,2581,2675,1
816,800,0.8,102,2582,2671,0
817,800,0.8,103,2578,2667,4
818,800,0.8,104,2580,2669,2
819,800,0.8,105,2579,2670,2
820,800,0.8,106,2580,2667,3
821,800,0.8,107,2580,2665,4
822,900,0.9,0,2579,2667,3
823,900,0.9,1,2574,2667,6
824,900,0.9,2,2582,2671,0
825,900,0.9,3,2578,2670,2
826,900,0.9,4,2580,2667,3
827,900,0.9,5,2576,2670,3
828,900,0.9,6,2547,2659,23
829,900,0.9,7,2480,2614,79
830,900,0.9,8,2460,2591,101
831,900,0.9,9,2451,2605,98
832,900,0.9,10,2434,2579,120
833,900,0.9,11,2432,2581,120
834,900,0.9,12,2433,2582,119
835,900,0.9,13,2429,2581,121
836,900,0.9,14,2435,2580,119
837,900,0.9,15,2435,2578,120
838,900,0.9,16,2431,2584,119
839,900,0.9,17,2431,2586,118
840,900,0.9,18,2435,2578,120
841,900,0.9,19,2439,2583,115
842,900,0.9,20,2437,2582,117
843,900,0.9,21,2435,2582,118
844,900,0.9,22,2436,2593,112
845,900,0.9,23,2436,2579,119
846,900,0.9,24,2437,2580,118
847,900,0.9,25,2436,2575,121
848,900,0.9,26,2439,2577,118
849,900,0.9,27,2431,2579,121
850,900,0.9,28,2442,2575,118
851,900,0.9,29,2437,2580,118
852,900,0.9,30,2431,2577,122
853,900,0.9,31,2437,2580,118
854,900,0.9,32,2440,2578,117
855,900,0.9,33,2431,2576,123
856,900,0.9,34,2437,2579,118
857,900,0.9,35,2438,2577,119
858,900,0.9,36,2438,2575,120
859,900,0.9,37,2441,2571,120
860,900,0.9,38,2440,2574,119
861,900,0.9,39,2435,2579,119
862,900,0.9,40,2435,2578,120
863,900,0.9,41,2438,2575,120
864,900,0.9,42,2439,2576,119
865,900,0.9,43,2439,2575,119
866,900,0.9,44,2450,2552,125
867,900,0.9,45,2436,2577,120
868,900,0.9,46,2439,2579,117
869,900,0.9,47,2438,2574,120
870,900,0.9,48,2438,2571,122
871,900,0.9,49,2442,2575,118
872,900,0.9,50,2439,2577,118
873,900,0.9,51,2439,2574,120
874,900,0.9,52,2436,2573,122
875,900,0.9,53,2439,2580,117
876,900,0.9,54,2435,2576,121
877,900,0.9,55,2436,2578,119
878,900,0.9,56,2438,2591,112
879,900,0.9,57,2440,2576,118
880,900,0.9,58,2441,2574,119
881,900,0.9,59,2443,2578,116
882,900,0.9,60,2442,2574,118
883,900,0.9,61,2443,2569,120
884,900,0.9,62,2440,2574,119
885,900,0.9,63,2435,2577,120
886,900,0.9,64,2441,2575,118
887,900,0.9,65,2443,2568,121
888,900,0.9,66,2442,2572,119
889,900,0.9,67,2435,2574,122
890,900,0.9,68,2440,2570,121
891,900,0.9,69,2441,2577,117
892,900,0.9,70,2439,2573,120
893,900,0.9,71,2441,2565,123
894,900,0.9,72,2436,2577,120
895,900,0.9,73,2443,2576,117
896,900,0.9,74,2443,2574,118
897,900,0.9,75,2444,2611,99
898,900,0.9,76,2441,2567,122
899,900,0.9,77,2443,2573,118
900,900,0.9,78,2419,2572,131
901,900,0.9,79,2440,2575,119
902,900,0.9,80,2443,2574,118
903,900,0.9,81,2444,2573,118
904,900,0.9,82,2441,2571,120
905,900,0.9,83,2449,2576,114
906,900,0.9,84,2439,2574,120
907,900,0.9,85,2438,2576,119
908,900,0.9,86,2442,2572,119
909,900,0.9,87,2441,2574,119
910,900,0.9,88,2438,2574,120
911,900,0.9,89,2446,2575,116
912,900,0.9,90,2441,2571,120
913,900,0.9,91,2451,2575,113
914,900,0.9,92,2442,2575,118
915,900,0.9,93,2440,2573,120
916,900,0.9,94,2442,2573,119
917,900,0.9,95,2446,2571,118
918,900,0.9,96,2441,2578,117
919,900,0.9,97,2433,2579,120
920,900,0.9,98,2445,2573,117
921,900,0.9,99,2443,2574,118
922,900,0.9,100,2434,2571,124
923,900,0.9,101,2445,2572,118
924,900,0.9,102,2439,2576,119
925,900,0.9,103,2443,2569,120
926,900,0.9,104,2443,2577,116
927,900,0.9,105,2443,2574,118
928,900,0.9,106,2442,2570,120
929,900,0.9,107,2439,2566,124
930,900,0.9,108,2447,2573,116
931,900,0.9,109,2442,2579,116
932,900,0.9,110,2441,2575,118
933,900,0.9,111,2439,2574,120
934,900,0.9,112,2440,2570,121
935,900,0.9,113,2444,2573,118
936,900,0.9,114,2442,2571,120
937,900,0.9,115,2441,2560,126
938,900,0.9,116,2444,2574,117
939,900,0.9,117,2528,2616,54
940,900,0.9,118,2581,2669,1
941,900,0.9,119,2584,2670,0
942,900,0.9,120,2575,2668,5
943,900,0.9,121,2574,2671,4
944,900,0.9,122,2579,2674,0
945,900,0.9,123,2583,2669,0
946,900,0.9,124,2584,2668,0
947,900,0.9,125,2587,2669,1
948,1000,1.0,0,2578,2668,3
949,1000,1.0,1,2573,2672,4
950,1000,1.0,2,2579,2675,0
951,1000,1.0,3,2593,2668,4
952,1000,1.0,4,2590,2669,3
953,1000,1.0,5,2580,2663,5
954,1000,1.0,6,2576,2668,4
955,1000,1.0,7,2532,2653,34
956,1000,1.0,8,2490,2630,66
957,1000,1.0,9,2469,2606,89
958,1000,1.0,10,2453,2594,103
959,1000,1.0,11,2449,2596,104
960,1000,1.0,12,2448,2596,104
961,1000,1.0,13,2435,2590,114
962,1000,1.0,14,2419,2582,126
963,1000,1.0,15,2419,2593,120
964,1000,1.0,16,2420,2579,127
965,1000,1.0,17,2419,2581,126
966,1000,1.0,18,2417,2579,128
967,1000,1.0,19,2418,2581,127
968,1000,1.0,20,2414,2575,132
969,1000,1.0,21,2420,2581,126
970,1000,1.0,22,2420,2580,126
971,1000,1.0,23,2418,2572,131
972,1000,1.0,24,2418,2579,128
973,1000,1.0,25,2415,2582,128
974,1000,1.0,26,2422,2584,123
975,1000,1.0,27,2418,2577,129
976,1000,1.0,28,2418,2577,129
977,1000,1.0,29,2417,2581,127
978,1000,1.0,30,2413,2581,129
979,1000,1.0,31,2415,2577,130
980,1000,1.0,32,2420,2582,125
981,1000,1.0,33,2417,2579,128
982,1000,1.0,34,2422,2586,122
983,1000,1.0,35,2418,2579,128
984,1000,1.0,36,2416,2578,129
985,1000,1.0,37,2417,2586,125
986,1000,1.0,38,2430,2578,122
987,1000,1.0,39,2417,2576,130
988,1000,1.0,40,2418,2582,126
989,1000,1.0,41,2418,2583,126
990,1000,1.0,42,2415,2579,129
991,1000,1.0,43,2427,2588,119
992,1000,1.0,44,2426,2576,125
993,1000,1.0,45,2417,2579,128
994,1000,1.0,46,2412,2579,131
995,1000,1.0,47,2414,2584,127
996,1000,1.0,48,2424,2576,126
997,1000,1.0,49,2418,2583,126
998,1000,1.0,50,2420,2574,129
999,1000,1.0,51,2411,2579,131
1000,1000,1.0,52,2421,2576,128
1001,1000,1.0,53,2417,2579,128
1002,1000,1.0,54,2419,2578,128
1003,1000,1.0,55,2420,2575,129
1004,1000,1.0,56,2417,2578,129
1005,1000,1.0,57,2419,2578,128
1006,1000,1.0,58,2415,2579,129
1007,1000,1.0,59,2417,2579,128
1008,1000,1.0,60,2420,2569,132
1009,1000,1.0,61,2418,2579,128
1010,1000,1.0,62,2420,2579,127
1011,1000,1.0,63,2418,2579,128
1012,1000,1.0,64,2417,2583,126
1013,1000,1.0,65,2417,2581,127
1014,1000,1.0,66,2419,2580,127
1015,1000,1.0,67,2417,2575,130
1016,1000,1.0,68,2418,2573,131
1017,1000,1.0,69,2426,2581,123
1018,1000,1.0,70,2420,2576,128
1019,1000,1.0,71,2417,2580,128
1020,1000,1.0,72,2423,2578,126
1021,1000,1.0,73,2420,2573,130
1022,1000,1.0,74,2420,2578,127
1023,1000,1.0,75,2424,2581,124
1024,1000,1.0,76,2420,2579,127
1025,1000,1.0,77,2418,2583,126
1026,1000,1.0,78,2424,2578,125
1027,1000,1.0,79,2420,2574,129
1028,1000,1.0,80,2420,2580,126
1029,1000,1.0,81,2417,2576,130
1030,1000,1.0,82,2417,2579,128
1031,1000,1.0,83,2414,2572,133
1032,1000,1.0,84,2418,2580,127
1033,1000,1.0,85,2418,2579,128
1034,1000,1.0,86,2426,2580,123
1035,1000,1.0,87,2415,2577,130
1036,1000,1.0,88,2417,2585,125
1037,1000,1.0,89,2421,2580,126
1038,1000,1.0,90,2416,2578,129
1039,1000,1.0,91,2426,2578,124
1040,1000,1.0,92,2422,2577,127
1041,1000,1.0,93,2416,2577,130
1042,1000,1.0,94,2420,2581,126
1043,1000,1.0,95,2419,2574,130
1044,1000,1.0,96,2416,2576,130
1045,1000,1.0,97,2416,2580,128
1046,1000,1.0,98,2416,2579,129
1047,1000,1.0,99,2418,2581,127
1048,1000,1.0,100,2418,2577,129
1049,1000,1.0,101,2419,2575,129
1050,1000,1.0,102,2419,2575,129
1051,1000,1.0,103,2499,2621,66
1052,1000,1.0,104,2576,2667,5
1053,1000,1.0,105,2583,2671,0
1054,1000,1.0,106,2588,2669,2
1055,1000,1.0,107,2574,2671,4
1056,1000,1.0,108,2581,2672,0
1057,1000,1.0,109,2577,2667,4
1058,1000,1.0,110,2578,2670,2
1059,1000,1.0,111,2580,2671,1
1060,1100,1.1,0,2577,2670,3
1061,1100,1.1,1,2582,2673,1
1062,1100,1.1,2,2578,2671,2
1063,1100,1.1,3,2579,2669,2
1064,1100,1.1,4,2577,2670,3
1065,1100,1.1,5,2581,2671,0
1066,1100,1.1,6,2525,2636,46
1067,1100,1.1,7,2455,2592,103
1068,1100,1.1,8,2397,2554,151
1069,1100,1.1,9,2399,2554,150
1070,1100,1.1,10,2399,2555,149
1071,1100,1.1,11,2402,2554,148
1072,1100,1.1,12,2400,2552,150
1073,1100,1.1,13,2400,2552,150
1074,1100,1.1,14,2400,2552,150
1075,1100,1.1,15,2400,2549,152
1076,1100,1.1,16,2404,2556,146
1077,1100,1.1,17,2392,2553,154
1078,1100,1.1,18,2417,2555,140
1079,1100,1.1,19,2400,2546,153
1080,1100,1.1,20,2404,2549,150
1081,1100,1.1,21,2400,2551,151
1082,1100,1.1,22,2401,2549,151
1083,1100,1.1,23,2408,2539,153
1084,1100,1.1,24,2399,2552,151
1085,1100,1.1,25,2402,2558,146
1086,1100,1.1,26,2403,2549,150
1087,1100,1.1,27,2402,2553,149
1088,1100,1.1,28,2410,2541,151
1089,1100,1.1,29,2399,2546,154
1090,1100,1.1,30,2408,2548,148
1091,1100,1.1,31,2401,2547,152
1092,1100,1.1,32,2402,2550,150
1093,1100,1.1,33,2398,2548,153
1094,1100,1.1,34,2406,2552,147
1095,1100,1.1,35,2396,2548,154
1096,1100,1.1,36,2401,2549,151
1097,1100,1.1,37,2399,2551,151
1098,1100,1.1,38,2411,2551,145
1099,1100,1.1,39,2398,2541,157
1100,1100,1.1,40,2405,2549,149
1101,1100,1.1,41,2407,2552,147
1102,1100,1.1,42,2400,2547,153
1103,1100,1.1,43,2401,2550,151
1104,1100,1.1,44,2396,2550,153
1105,1100,1.1,45,2403,2549,150
1106,1100,1.1,46,2403,2550,150
1107,1100,1.1,47,2404,2542,153
1108,1100,1.1,48,2396,2549,154
1109,1100,1.1,49,2408,2549,148
1110,1100,1.1,50,2400,2550,151
1111,1100,1.1,51,2405,2549,149
1112,1100,1.1,52,2403,2549,150
1113,1100,1.1,53,2403,2549,150
1114,1100,1.1,54,2409,2544,150
1115,1100,1.1,55,2405,2543,152
1116,1100,1.1,56,2404,2549,150
1117,1100,1.1,57,2404,2546,151
1118,1100,1.1,58,2400,2546,153
1119,1100,1.1,59,2404,2545,152
1120,1100,1.1,60,2406,2539,154
1121,1100,1.1,61,2404,2547,151
1122,1100,1.1,62,2405,2539,154
1123,1100,1.1,63,2407,2548,149
1124,1100,1.1,64,2405,2551,148
1125,1100,1.1,65,2408,2545,150
1126,1100,1.1,66,2405,2546,151
1127,1100,1.1,67,2403,2544,153
1128,1100,1.1,68,2408,2544,150
1129,1100,1.1,69,2408,2546,149
1130,1100,1.1,70,2407,2542,152
1131,1100,1.1,71,2402,2542,154
1132,1100,1.1,72,2406,2544,151
1133,1100,1.1,73,2403,2544,153
1134,1100,1.1,74,2407,2544,151
1135,1100,1.1,75,2408,2541,152
1136,1100,1.1,76,2405,2545,151
1137,1100,1.1,77,2405,2542,153
1138,1100,1.1,78,2407,2544,151
1139,1100,1.1,79,2408,2546,149
1140,1100,1.1,80,2413,2547,146
1141,1100,1.1,81,2406,2543,152
1142,1100,1.1,82,2404,2546,151
1143,1100,1.1,83,2406,2544,151
1144,1100,1.1,84,2422,2539,146
1145,1100,1.1,85,2404,2542,153
1146,1100,1.1,86,2414,2547,146
1147,1100,1.1,87,2412,2531,155
1148,1100,1.1,88,2407,2541,152
1149,1100,1.1,89,2408,2543,151
1150,1100,1.1,90,2418,2543,146
1151,1100,1.1,91,2407,2542,152
1152,1100,1.1,92,2406,2542,152
1153,1100,1.1,93,2409,2540,152
1154,1100,1.1,94,2407,2540,153
1155,1100,1.1,95,2412,2553,144
1156,1100,1.1,96,2406,2542,152
1157,1100,1.1,97,2408,2537,154
1158,1100,1.1,98,2559,2645,24
1159,1100,1.1,99,2580,2678,2
1160,1100,1.1,100,2577,2678,1
1161,1100,1.1,101,2578,2670,2
1162,1100,1.1,102,2580,2670,1
1163,1100,1.1,103,2581,2672,0
1164,1100,1.1,104,2594,2671,6
1165,1100,1.1,105,2582,2675,2
1166,1200,1.2,0,2580,2670,1
1167,1200,1.2,1,2579,2676,1
1168,1200,1.2,2,2578,2671,2
1169,1200,1.2,3,2581,2668,2
1170,1200,1.2,4,2578,2651,12
1171,1200,1.2,5,2576,2679,1
1172,1200,1.2,6,2505,2634,57
1173,1200,1.2,7,2445,2585,111
1174,1200,1.2,8,2398,2550,152
1175,1200,1.2,9,2402,2551,150
1176,1200,1.2,10,2406,2549,149
1177,1200,1.2,11,2398,2544,155
1178,1200,1.2,12,2398,2553,151
1179,1200,1.2,13,2392,2546,157
1180,1200,1.2,14,2395,2530,164
1181,1200,1.2,15,2362,2538,176
1182,1200,1.2,16,2371,2533,174
1183,1200,1.2,17,2369,2535,174
1184,1200,1.2,18,2374,2537,171
1185,1200,1.2,19,2370,2536,173
1186,1200,1.2,20,2368,2532,176
1187,1200,1.2,21,2371,2534,174
1188,1200,1.2,22,2368,2535,175
1189,1200,1.2,23,2373,2533,173
1190,1200,1.2,24,2377,2538,169
1191,1200,1.2,25,2370,2535,174
1192,1200,1.2,26,2367,2535,175
1193,1200,1.2,27,2368,2534,175
1194,1200,1.2,28,2370,2535,174
1195,1200,1.2,29,2379,2537,168
1196,1200,1.2,30,2371,2532,175
1197,1200,1.2,31,2371,2533,174
1198,1200,1.2,32,2374,2532,173
1199,1200,1.2,33,2373,2542,169
1200,1200,1.2,34,2371,2537,172
1201,1200,1.2,35,2372,2541,170
1202,1200,1.2,36,2373,2540,170
1203,1200,1.2,37,2371,2535,173
1204,1200,1.2,38,2372,2536,172
1205,1200,1.2,39,2373,2537,171
1206,1200,1.2,40,2366,2538,174
1207,1200,1.2,41,2373,2534,173
1208,1200,1.2,42,2373,2537,171
1209,1200,1.2,43,2373,2533,173
1210,1200,1.2,44,2372,2533,174
1211,1200,1.2,45,2374,2532,173
1212,1200,1.2,46,2375,2534,172
1213,1200,1.2,47,2370,2536,173
1214,1200,1.2,48,2373,2535,172
1215,1200,1.2,49,2374,2532,173
1216,1200,1.2,50,2374,2532,173
1217,1200,1.2,51,2367,2537,174
1218,1200,1.2,52,2364,2534,177
1219,1200,1.2,53,2371,2530,176
1220,1200,1.2,54,2374,2532,173
1221,1200,1.2,55,2371,2531,175
1222,1200,1.2,56,2373,2534,173
1223,1200,1.2,57,2371,2533,174
1224,1200,1.2,58,2362,2532,179
1225,1200,1.2,59,2375,2532,173
1226,1200,1.2,60,2369,2530,177
1227,1200,1.2,61,2365,2529,179
1228,1200,1.2,62,2375,2529,174
1229,1200,1.2,63,2376,2531,173
1230,1200,1.2,64,2374,2529,175
1231,1200,1.2,65,2378,2531,172
1232,1200,1.2,66,2373,2531,174
1233,1200,1.2,67,2374,2533,173
1234,1200,1.2,68,2370,2534,174
1235,1200,1.2,69,2380,2534,169
1236,1200,1.2,70,2371,2533,174
1237,1200,1.2,71,2373,2535,172
1238,1200,1.2,72,2372,2534,173
1239,1200,1.2,73,2370,2533,175
1240,1200,1.2,74,2372,2534,173
1241,1200,1.2,75,2365,2535,176
1242,1200,1.2,76,2378,2533,171
1243,1200,1.2,77,2370,2537,173
1244,1200,1.2,78,2371,2536,173
1245,1200,1.2,79,2373,2537,171
1246,1200,1.2,80,2372,2535,173
1247,1200,1.2,81,2374,2535,172
1248,1200,1.2,82,2375,2535,171
1249,1200,1.2,83,2373,2527,176
1250,1200,1.2,84,2372,2535,173
1251,1200,1.2,85,2373,2538,171
1252,1200,1.2,86,2372,2534,173
1253,1200,1.2,87,2373,2530,175
1254,1200,1.2,88,2372,2526,177
1255,1200,1.2,89,2370,2535,174
1256,1200,1.2,90,2468,2605,90
1257,1200,1.2,91,2568,2666,9
1258,1200,1.2,92,2593,2684,12
1259,1200,1.2,93,2592,2676,7
1260,1200,1.2,94,2592,2675,7
1261,1200,1.2,95,2602,2674,11
1262,1200,1.2,96,2588,2673,4
1263,1200,1.2,97,2586,2675,4
1264,1300,1.3,0,2593,2673,6
1265,1300,1.3,1,2587,2675,4
1266,1300,1.3,2,2589,2674,5
1267,1300,1.3,3,2585,2686,9
1268,1300,1.3,4,2585,2676,4
1269,1300,1.3,5,2580,2679,3
1270,1300,1.3,6,2519,2637,48
1271,1300,1.3,7,2436,2586,115
1272,1300,1.3,8,2405,2578,135
1273,1300,1.3,9,2383,2564,153
1274,1300,1.3,10,2385,2566,151
1275,1300,1.3,11,2378,2573,151
1276,1300,1.3,12,2378,2566,154
1277,1300,1.3,13,2346,2538,184
1278,1300,1.3,14,2346,2554,176
1279,1300,1.3,15,2347,2527,189
1280,1300,1.3,16,2346,2533,187
1281,1300,1.3,17,2348,2537,184
1282,1300,1.3,18,2353,2538,181
1283,1300,1.3,19,2350,2537,183
1284,1300,1.3,20,2350,2539,182
1285,1300,1.3,21,2355,2537,180
1286,1300,1.3,22,2353,2533,183
1287,1300,1.3,23,2352,2534,183
1288,1300,1.3,24,2353,2535,182
1289,1300,1.3,25,2344,2524,192
1290,1300,1.3,26,2352,2534,183
1291,1300,1.3,27,2352,2536,182
1292,1300,1.3,28,2349,2535,184
1293,1300,1.3,29,2351,2533,184
1294,1300,1.3,30,2354,2539,180
1295,1300,1.3,31,2349,2534,185
1296,1300,1.3,32,2349,2533,185
1297,1300,1.3,33,2351,2536,183
1298,1300,1.3,34,2354,2528,185
1299,1300,1.3,35,2353,2523,188
1300,1300,1.3,36,2351,2534,184
1301,1300,1.3,37,2350,2532,185
1302,1300,1.3,38,2351,2530,186
1303,1300,1.3,39,2349,2535,184
1304,1300,1.3,40,2351,2536,183
1305,1300,1.3,41,2366,2541,173
1306,1300,1.3,42,2349,2534,185
1307,1300,1.3,43,2350,2532,185
1308,1300,1.3,44,2352,2536,182
1309,1300,1.3,45,2351,2537,182
1310,1300,1.3,46,2350,2536,183
1311,1300,1.3,47,2348,2536,184
1312,1300,1.3,48,2350,2535,184
1313,1300,1.3,49,2351,2534,184
1314,1300,1.3,50,2349,2536,184
1315,1300,1.3,51,2349,2543,180
1316,1300,1.3,52,2350,2543,180
1317,1300,1.3,53,2351,2531,185
1318,1300,1.3,54,2351,2550,176
1319,1300,1.3,55,2349,2538,183
1320,1300,1.3,56,2346,2531,188
1321,1300,1.3,57,2347,2536,185
1322,1300,1.3,58,2348,2537,184
1323,1300,1.3,59,2351,2534,184
1324,1300,1.3,60,2350,2528,187
1325,1300,1.3,61,2351,2537,182
1326,1300,1.3,62,2341,2536,188
1327,1300,1.3,63,2337,2549,183
1328,1300,1.3,64,2350,2539,182
1329,1300,1.3,65,2338,2534,190
1330,1300,1.3,66,2345,2537,185
1331,1300,1.3,67,2350,2535,184
1332,1300,1.3,68,2347,2539,183
1333,1300,1.3,69,2348,2536,184
1334,1300,1.3,70,2351,2535,183
1335,1300,1.3,71,2352,2534,183
1336,1300,1.3,72,2347,2539,183
1337,1300,1.3,73,2348,2536,184
1338,1300,1.3,74,2352,2536,182
1339,1300,1.3,75,2356,2539,179
1340,1300,1.3,76,2344,2535,187
1341,1300,1.3,77,2352,2533,184
1342,1300,1.3,78,2350,2537,183
1343,1300,1.3,79,2347,2535,185
1344,1300,1.3,80,2351,2535,183
1345,1300,1.3,81,2348,2537,184
1346,1300,1.3,82,2318,2534,200
1347,1300,1.3,83,2361,2538,177
1348,1300,1.3,84,2354,2533,183
1349,1300,1.3,85,2351,2532,185
1350,1300,1.3,86,2353,2530,185
1351,1300,1.3,87,2351,2530,186
1352,1300,1.3,88,2351,2533,184
1353,1300,1.3,89,2345,2536,186
1354,1300,1.3,90,2349,2535,184
1355,1300,1.3,91,2352,2533,184
1356,1300,1.3,92,2348,2535,185
1357,1300,1.3,93,2349,2536,184
1358,1300,1.3,94,2352,2532,184
1359,1300,1.3,95,2353,2537,181
1360,1300,1.3,96,2351,2533,184
1361,1300,1.3,97,2350,2534,184
1362,1300,1.3,98,2356,2533,182
1363,1300,1.3,99,2354,2536,181
1364,1300,1.3,100,2352,2531,185
1365,1300,1.3,101,2354,2532,183
1366,1300,1.3,102,2353,2532,184
1367,1300,1.3,103,2354,2533,183
1368,1300,1.3,104,2353,2533,183
1369,1300,1.3,105,2353,2532,184
1370,1300,1.3,106,2351,2533,184
1371,1300,1.3,107,2357,2521,187
1372,1300,1.3,108,2346,2531,188
1373,1300,1.3,109,2350,2531,186
1374,1300,1.3,110,2433,2591,114
1375,1300,1.3,111,2566,2665,11
1376,1300,1.3,112,2584,2678,4
1377,1300,1.3,113,2581,2678,3
1378,1300,1.3,114,2586,2677,5
1379,1300,1.3,115,2590,2679,8
1380,1300,1.3,116,2583,2674,2
1381,1300,1.3,117,2590,2674,5
1382,1400,1.4,0,2584,2676,3
1383,1400,1.4,1,2584,2673,2
1384,1400,1.4,2,2588,2673,4
1385,1400,1.4,3,2586,2671,2
1386,1400,1.4,4,2593,2674,7
1387,1400,1.4,5,2583,2679,4
1388,1400,1.4,6,2581,2674,1
1389,1400,1.4,7,2587,2688,11
1390,1400,1.4,8,2584,2675,3
1391,1400,1.4,9,2577,2678,1
1392,1400,1.4,10,2573,2679,0
1393,1400,1.4,11,2541,2657,27
1394,1400,1.4,12,2488,2627,69
1395,1400,1.4,13,2477,2612,82
1396,1400,1.4,14,2460,2593,100
1397,1400,1.4,15,2452,2597,102
1398,1400,1.4,16,2418,2573,131
1399,1400,1.4,17,2379,2547,163
1400,1400,1.4,18,2379,2543,165
1401,1400,1.4,19,2341,2510,201
1402,1400,1.4,20,2340,2506,203
1403,1400,1.4,21,2342,2509,201
1404,1400,1.4,22,2342,2502,204
1405,1400,1.4,23,2341,2499,206
1406,1400,1.4,24,2339,2500,207
1407,1400,1.4,25,2339,2504,205
1408,1400,1.4,26,2338,2508,203
1409,1400,1.4,27,2338,2511,202
1410,1400,1.4,28,2333,2518,201
1411,1400,1.4,29,2343,2507,201
1412,1400,1.4,30,2334,2489,215
1413,1400,1.4,31,2339,2503,205
1414,1400,1.4,32,2341,2503,204
1415,1400,1.4,33,2349,2499,202
1416,1400,1.4,34,2345,2503,202
1417,1400,1.4,35,2349,2498,203
1418,1400,1.4,36,2344,2501,204
1419,1400,1.4,37,2348,2503,201
1420,1400,1.4,38,2340,2500,206
1421,1400,1.4,39,2344,2501,204
1422,1400,1.4,40,2343,2498,206
1423,1400,1.4,41,2343,2500,205
1424,1400,1.4,42,2343,2497,206
1425,1400,1.4,43,2345,2497,205
1426,1400,1.4,44,2345,2498,205
1427,1400,1.4,45,2333,2499,210
1428,1400,1.4,46,2349,2500,202
1429,1400,1.4,47,2344,2499,205
1430,1400,1.4,48,2350,2494,204
1431,1400,1.4,49,2346,2498,204
1432,1400,1.4,50,2350,2500,201
1433,1400,1.4,51,2345,2492,208
1434,1400,1.4,52,2344,2495,207
1435,1400,1.4,53,2345,2493,207
1436,1400,1.4,54,2347,2500,203
1437,1400,1.4,55,2343,2498,206
1438,1400,1.4,56,2347,2497,204
1439,1400,1.4,57,2348,2497,204
1440,1400,1.4,58,2355,2499,199
1441,1400,1.4,59,2346,2497,205
1442,1400,1.4,60,2348,2495,205
1443,1400,1.4,61,2348,2498,203
1444,1400,1.4,62,2347,2508,199
1445,1400,1.4,63,2349,2496,204
1446,1400,1.4,64,2344,2496,206
1447,1400,1.4,65,2344,2500,204
1448,1400,1.4,66,2349,2497,203
1449,1400,1.4,67,2345,2495,206
1450,1400,1.4,68,2349,2494,205
1451,1400,1.4,69,2346,2497,205
1452,1400,1.4,70,2346,2494,206
1453,1400,1.4,71,2347,2491,207
1454,1400,1.4,72,2346,2498,204
1455,1400,1.4,73,2345,2494,207
1456,1400,1.4,74,2343,2492,209
1457,1400,1.4,75,2348,2494,205
1458,1400,1.4,76,2346,2498,204
1459,1400,1.4,77,2348,2500,202
1460,1400,1.4,78,2348,2501,202
1461,1400,1.4,79,2348,2495,205
1462,1400,1.4,80,2346,2494,206
1463,1400,1.4,81,2346,2498,204
1464,1400,1.4,82,2345,2497,205
1465,1400,1.4,83,2349,2501,201
1466,1400,1.4,84,2349,2493,205
1467,1400,1.4,85,2348,2495,205
1468,1400,1.4,86,2358,2495,200
1469,1400,1.4,87,2344,2496,206
1470,1400,1.4,88,2346,2498,204
1471,1400,1.4,89,2347,2491,207
1472,1400,1.4,90,2344,2498,205
1473,1400,1.4,91,2345,2497,205
1474,1400,1.4,92,2345,2497,205
1475,1400,1.4,93,2341,2498,207
1476,1400,1.4,94,2345,2500,204
1477,1400,1.4,95,2349,2497,203
1478,1400,1.4,96,2347,2497,204
1479,1400,1.4,97,2345,2499,204
1480,1400,1.4,98,2351,2495,203
1481,1400,1.4,99,2342,2495,208
1482,1400,1.4,100,2349,2497,203
1483,1400,1.4,101,2347,2494,206
1484,1400,1.4,102,2348,2495,205
1485,1400,1.4,103,2348,2495,205
1486,1400,1.4,104,2345,2494,207
1487,1400,1.4,105,2347,2499,203
1488,1400,1.4,106,2349,2492,206
1489,1400,1.4,107,2346,2495,206
1490,1400,1.4,108,2346,2494,206
1491,1400,1.4,109,2349,2488,208
